Date,State_Code,Sex,Race,Hispanic,Age_Group,Disability_Status,Education_Group,Veteran_Status,Employment_Status,Labor_Force_Status,Number_of_Persons
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,510.0
2023-07-01,38,Female,American Indian or Alaskan Native,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2356.0
2023-07-01,38,Female,American Indian or Alaskan Native,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,396.0
2023-07-01,38,Female,American Indian or Alaskan Native,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,922.0
2023-07-01,38,Female,"American Indian, Alaskan Native",Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,334.0
2023-07-01,38,Female,Asian,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,368.0
2023-07-01,38,Female,Asian,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,435.0
2023-07-01,38,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1408.0
2023-07-01,38,Female,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,383.0
2023-07-01,38,Female,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9732.0
2023-07-01,38,Female,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3085.0
2023-07-01,38,Female,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,848.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1489.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,338.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6537.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6103.0
2023-07-01,38,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,1208.0
2023-07-01,38,Male,Asian,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,295.0
2023-07-01,38,Male,Two or More Races,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,819.0
2023-07-01,38,Male,Two or More Races,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,390.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,636.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Veteran,Not in labor force,Not In Civilian Labor Force,434.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4027.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,1056.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,809.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,1825.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,699.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Veteran,Not in labor force,Not In Civilian Labor Force,799.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,885.0
2023-07-01,38,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,434.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,990.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,576.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3352.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,2252.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,2968.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,2259.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,477.0
2023-07-01,38,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,583.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,4038.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,8994.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,4117.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,2958.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,3110.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,13036.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,8704.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3358.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Employed,In Civilian Labor Force,3874.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Employed,In Civilian Labor Force,3375.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,2835.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,3466.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,7440.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,High School,Veteran,Employed,In Civilian Labor Force,4124.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,7141.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,18883.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Veteran,Employed,In Civilian Labor Force,4058.0
2023-07-01,39,Female,Asian,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4796.0
2023-07-01,39,Female,Asian,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6778.0
2023-07-01,39,Female,Asian,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4344.0
2023-07-01,39,Female,Asian,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4718.0
2023-07-01,39,Female,Asian,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4066.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,9580.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,20459.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11218.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,16976.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4921.0
2023-07-01,39,Female,Black or African American,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,5260.0
2023-07-01,39,Female,White,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7382.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,19304.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,2871.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,142701.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,69855.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,56554.0
2023-07-01,39,Female,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,12269.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,48857.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3435.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,150129.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,99711.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,23019.0
2023-07-01,39,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,25758.0
2023-07-01,39,Male,Asian,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,13991.0
2023-07-01,39,Male,Asian,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4882.0
2023-07-01,39,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,12813.0
2023-07-01,39,Male,Black or African American,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,6394.0
2023-07-01,39,Male,White,Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4285.0
2023-07-01,39,Male,White,Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3880.0
2023-07-01,39,Male,White,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4789.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,13127.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,2813.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7809.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,44006.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,High School,Veteran,Not in labor force,Not In Civilian Labor Force,49947.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,11848.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,10329.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,15570.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,4628.0
2023-07-01,39,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,11048.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,44264.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Not in labor force,Not In Civilian Labor Force,14261.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,3772.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,23881.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,High School,Veteran,Not in labor force,Not In Civilian Labor Force,37002.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Non-Veteran,Not in labor force,Not In Civilian Labor Force,36275.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Not in labor force,Not In Civilian Labor Force,18559.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Less than High School,Non-Veteran,Not in labor force,Not In Civilian Labor Force,7556.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Not in labor force,Not In Civilian Labor Force,33652.0
2023-07-01,39,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Veteran,Not in labor force,Not In Civilian Labor Force,7198.0
2023-07-01,39,Male,Black or African American,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Unemployed,In Civilian Labor Force,5470.0
2023-07-01,4,Female,American Indian or Alaskan Native,Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,6042.0
2023-07-01,4,Female,White,Hispanic,71+,No Disability,High School,Non-Veteran,Employed,In Civilian Labor Force,4386.0
2023-07-01,4,Female,White,Non-Hispanic,71+,Disabled,Less than Bachelors,Non-Veteran,Employed,In Civilian Labor Force,3572.0
2023-07-01,4,Female,White,Non-Hispanic,71+,No Disability,Doctorate Degree,Non-Veteran,Employed,In Civilian Labor Force,3625.0
2023-07-01,4,Female,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,12560.0
2023-07-01,4,Male,American Indian or Alaskan Native,Non-Hispanic,71+,Disabled,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,3937.0
2023-07-01,4,Male,Asian,Non-Hispanic,71+,Disabled,High School,Veteran,Employed,In Civilian Labor Force,4645.0
2023-07-01,4,Male,Black or African American,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,3297.0
2023-07-01,4,Male,White,Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,4407.0
2023-07-01,4,Male,White,Hispanic,71+,No Disability,Less than High School,Non-Veteran,Employed,In Civilian Labor Force,2399.0
2023-07-01,4,Male,White,Non-Hispanic,71+,Disabled,High School,Veteran,Employed,In Civilian Labor Force,3655.0
2023-07-01,4,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,3958.0
2023-07-01,4,Male,White,Non-Hispanic,71+,Disabled,Masters or Professional Degree,Veteran,Employed,In Civilian Labor Force,3059.0
2023-07-01,4,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Non-Veteran,Employed,In Civilian Labor Force,7331.0
2023-07-01,4,Male,White,Non-Hispanic,71+,No Disability,Bachelors degree,Veteran,Employed,In Civilian Labor Force,7656.0
2023-07-01,4,Male,White,Non-Hispanic,71+,No Disability,Less than Bachelors,Veteran,Employed,In Civilian Labor Force,7682.0
2023-07-01,4,Male,White,Non-Hispanic,71+,No Disability,Masters or Professional Degree,Non-Veteran,Employed,In Civilian Labor Force,4372.0
